area_responsecode,form_type,domain,type,filter_key,code,var_purpose,question_description,domain_description,programa,question_split
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR23.score23_denominator,fichas,dm2,calculate,keep,score23_denominator,countDen,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR23.score23,fichas,dm2,note,remove,score23,question_score,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR23.scoreYes23,fichas,dm2,note,remove,scoreYes23,,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR23.scoreNo23,fichas,dm2,note,remove,scoreNo23,,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.dm2_q4_1,fichas,dm2,select_one yesNoNA,keep,dm2_q4_1,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saúde da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.dm2_q4_2,fichas,dm2,select_one yesNoNA,keep,dm2_q4_2,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saúde da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.dm2_q4_3,fichas,dm2,select_one yesNoNA,keep,dm2_q4_3,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saúde da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.dm2_q4_4,fichas,dm2,select_one yesNoNA,keep,dm2_q4_4,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saúde da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.dm2_q4_5,fichas,dm2,select_one yesNoNA,keep,dm2_q4_5,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saúde da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.yesCountQ24,fichas,dm2,calculate,keep,yesCountQ24,yesCount,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.noCountQ24,fichas,dm2,calculate,keep,noCountQ24,noCount,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupQ24.naCountQ24,fichas,dm2,calculate,keep,naCountQ24,naCount,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR24.score24_denominator,fichas,dm2,calculate,keep,score24_denominator,countDen,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR24.score24,fichas,dm2,note,remove,score24,question_score,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR24.scoreYes24,fichas,dm2,note,remove,scoreYes24,,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupSR24.scoreNo24,fichas,dm2,note,remove,scoreNo24,,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain2.subgroupDomain2.domainScore2,fichas,dm2,note,remove,domainScore2,domain_score,,Preenchimento do cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.dm3_q1_1,fichas,dm3,select_one yesNoNA,keep,dm3_q1_1,,"A avaliação nutricional registada no cartão está correcta, tendo em conta o peso e estatura registados no cartão?",Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q1
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.dm3_q1_2,fichas,dm3,select_one yesNoNA,keep,dm3_q1_2,,"A avaliação nutricional registada no cartão está correcta, tendo em conta o peso e estatura registados no cartão?",Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q1
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.dm3_q1_3,fichas,dm3,select_one yesNoNA,keep,dm3_q1_3,,"A avaliação nutricional registada no cartão está correcta, tendo em conta o peso e estatura registados no cartão?",Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q1
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.dm3_q1_4,fichas,dm3,select_one yesNoNA,keep,dm3_q1_4,,"A avaliação nutricional registada no cartão está correcta, tendo em conta o peso e estatura registados no cartão?",Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q1
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.dm3_q1_5,fichas,dm3,select_one yesNoNA,keep,dm3_q1_5,,"A avaliação nutricional registada no cartão está correcta, tendo em conta o peso e estatura registados no cartão?",Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q1
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.yesCountQ31,fichas,dm3,calculate,keep,yesCountQ31,yesCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.noCountQ31,fichas,dm3,calculate,keep,noCountQ31,noCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ31.naCountQ31,fichas,dm3,calculate,keep,naCountQ31,naCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR31.score31_denominator,fichas,dm3,calculate,keep,score31_denominator,countDen,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR31.score31,fichas,dm3,note,remove,score31,question_score,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR31.scoreYes31,fichas,dm3,note,remove,scoreYes31,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR31.scoreNo31,fichas,dm3,note,remove,scoreNo31,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.dm3_q2_1,fichas,dm3,select_one yesNoNA,keep,dm3_q2_1,,Seroestado e elegibilidade para testagem da criança avaliado e registado no cartão no dia da consulta está correcto?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q2
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.dm3_q2_2,fichas,dm3,select_one yesNoNA,keep,dm3_q2_2,,Seroestado e elegibilidade para testagem da criança avaliado e registado no cartão no dia da consulta está correcto?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q2
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.dm3_q2_3,fichas,dm3,select_one yesNoNA,keep,dm3_q2_3,,Seroestado e elegibilidade para testagem da criança avaliado e registado no cartão no dia da consulta está correcto?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q2
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.dm3_q2_4,fichas,dm3,select_one yesNoNA,keep,dm3_q2_4,,Seroestado e elegibilidade para testagem da criança avaliado e registado no cartão no dia da consulta está correcto?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q2
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.dm3_q2_5,fichas,dm3,select_one yesNoNA,keep,dm3_q2_5,,Seroestado e elegibilidade para testagem da criança avaliado e registado no cartão no dia da consulta está correcto?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q2
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.yesCountQ32,fichas,dm3,calculate,keep,yesCountQ32,yesCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.noCountQ32,fichas,dm3,calculate,keep,noCountQ32,noCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ32.naCountQ32,fichas,dm3,calculate,keep,naCountQ32,naCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR32.score32_denominator,fichas,dm3,calculate,keep,score32_denominator,countDen,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR32.score32,fichas,dm3,note,remove,score32,question_score,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR32.scoreYes32,fichas,dm3,note,remove,scoreYes32,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR32.scoreNo32,fichas,dm3,note,remove,scoreNo32,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.dm3_q3_1,fichas,dm3,select_one yesNoNA,keep,dm3_q3_1,,O resultado da testagem da criança realizada no dia foi registado no cartão da criança (campo do ATIP) ou cartão do utente?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q3
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.dm3_q3_2,fichas,dm3,select_one yesNoNA,keep,dm3_q3_2,,O resultado da testagem da criança realizada no dia foi registado no cartão da criança (campo do ATIP) ou cartão do utente?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q3
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.dm3_q3_3,fichas,dm3,select_one yesNoNA,keep,dm3_q3_3,,O resultado da testagem da criança realizada no dia foi registado no cartão da criança (campo do ATIP) ou cartão do utente?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q3
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.dm3_q3_4,fichas,dm3,select_one yesNoNA,keep,dm3_q3_4,,O resultado da testagem da criança realizada no dia foi registado no cartão da criança (campo do ATIP) ou cartão do utente?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q3
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.dm3_q3_5,fichas,dm3,select_one yesNoNA,keep,dm3_q3_5,,O resultado da testagem da criança realizada no dia foi registado no cartão da criança (campo do ATIP) ou cartão do utente?,Qualidade da informação registada no cartão de saúde da criança,Pediatria,dm3_q3
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.yesCountQ33,fichas,dm3,calculate,keep,yesCountQ33,yesCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.noCountQ33,fichas,dm3,calculate,keep,noCountQ33,noCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupQ33.naCountQ33,fichas,dm3,calculate,keep,naCountQ33,naCount,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR33.score33_denominator,fichas,dm3,calculate,keep,score33_denominator,countDen,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR33.score33,fichas,dm3,note,remove,score33,question_score,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR33.scoreYes33,fichas,dm3,note,remove,scoreYes33,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupSR33.scoreNo33,fichas,dm3,note,remove,scoreNo33,,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 18 meses a 5 anos_groupForm.group_domain3.subgroupDomain3.domainScore3,fichas,dm3,note,remove,domainScore3,domain_score,,Qualidade da informação registada no cartão de saúde da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_totalDomains,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_domain1,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_domain2,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_domain3,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_domain4,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm1_question1,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm2_question1,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm2_question2,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm2_question3,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm2_question4,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm3_question1,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm3_question2,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_dm3_question3,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nid1,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nid2,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nid3,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nid4,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nid5,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_nids.nidCount,fichas,,remove,remove,,,,,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.dm2_q1_1,fichas,dm2,select_one yesNoNA,keep,dm2_q1_1,,A curva de peso está correctamente preenchida (registo correcto do peso para idade naquele dia e a respectiva curva)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q1
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.dm2_q1_2,fichas,dm2,select_one yesNoNA,keep,dm2_q1_2,,A curva de peso está correctamente preenchida (registo correcto do peso para idade naquele dia e a respectiva curva)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q1
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.dm2_q1_3,fichas,dm2,select_one yesNoNA,keep,dm2_q1_3,,A curva de peso está correctamente preenchida (registo correcto do peso para idade naquele dia e a respectiva curva)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q1
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.dm2_q1_4,fichas,dm2,select_one yesNoNA,keep,dm2_q1_4,,A curva de peso está correctamente preenchida (registo correcto do peso para idade naquele dia e a respectiva curva)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q1
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.dm2_q1_5,fichas,dm2,select_one yesNoNA,keep,dm2_q1_5,,A curva de peso está correctamente preenchida (registo correcto do peso para idade naquele dia e a respectiva curva)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q1
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.yesCountQ21,fichas,dm2,calculate,keep,yesCountQ21,yesCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.noCountQ21,fichas,dm2,calculate,keep,noCountQ21,noCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ21.naCountQ21,fichas,dm2,calculate,keep,naCountQ21,naCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR21.score21_denominator,fichas,dm2,calculate,keep,score21_denominator,countDen,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR21.score21,fichas,dm2,note,remove,score21,question_score,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR21.scoreYes21,fichas,dm2,note,remove,scoreYes21,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR21.scoreNo21,fichas,dm2,note,remove,scoreNo21,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.dm2_q2_1,fichas,dm2,select_one yesNoNA,keep,dm2_q2_1,,Tem informação sobre o seroestado da mãe actualizado no cartão (incluindo a retestagem feita naquele dia)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q2
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.dm2_q2_2,fichas,dm2,select_one yesNoNA,keep,dm2_q2_2,,Tem informação sobre o seroestado da mãe actualizado no cartão (incluindo a retestagem feita naquele dia)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q2
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.dm2_q2_3,fichas,dm2,select_one yesNoNA,keep,dm2_q2_3,,Tem informação sobre o seroestado da mãe actualizado no cartão (incluindo a retestagem feita naquele dia)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q2
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.dm2_q2_4,fichas,dm2,select_one yesNoNA,keep,dm2_q2_4,,Tem informação sobre o seroestado da mãe actualizado no cartão (incluindo a retestagem feita naquele dia)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q2
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.dm2_q2_5,fichas,dm2,select_one yesNoNA,keep,dm2_q2_5,,Tem informação sobre o seroestado da mãe actualizado no cartão (incluindo a retestagem feita naquele dia)?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q2
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.yesCountQ22,fichas,dm2,calculate,keep,yesCountQ22,yesCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.noCountQ22,fichas,dm2,calculate,keep,noCountQ22,noCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ22.naCountQ22,fichas,dm2,calculate,keep,naCountQ22,naCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR22.score22_denominator,fichas,dm2,calculate,keep,score22_denominator,countDen,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR22.score22,fichas,dm2,note,remove,score22,question_score,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR22.scoreYes22,fichas,dm2,note,remove,scoreYes22,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR22.scoreNo22,fichas,dm2,note,remove,scoreNo22,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.dm2_q3_1,fichas,dm2,select_one yesNoNA,keep,dm2_q3_1,,"Informação sobre o seroestado da criança esta actualizada, incluindo o resultado da testagem feita na CCS nesse dia?",Preenchimento do cartão de saude da criança,Pediatria,dm2_q3
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.dm2_q3_2,fichas,dm2,select_one yesNoNA,keep,dm2_q3_2,,"Informação sobre o seroestado da criança esta actualizada, incluindo o resultado da testagem feita na CCS nesse dia?",Preenchimento do cartão de saude da criança,Pediatria,dm2_q3
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.dm2_q3_3,fichas,dm2,select_one yesNoNA,keep,dm2_q3_3,,"Informação sobre o seroestado da criança esta actualizada, incluindo o resultado da testagem feita na CCS nesse dia?",Preenchimento do cartão de saude da criança,Pediatria,dm2_q3
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.dm2_q3_4,fichas,dm2,select_one yesNoNA,keep,dm2_q3_4,,"Informação sobre o seroestado da criança esta actualizada, incluindo o resultado da testagem feita na CCS nesse dia?",Preenchimento do cartão de saude da criança,Pediatria,dm2_q3
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.dm2_q3_5,fichas,dm2,select_one yesNoNA,keep,dm2_q3_5,,"Informação sobre o seroestado da criança esta actualizada, incluindo o resultado da testagem feita na CCS nesse dia?",Preenchimento do cartão de saude da criança,Pediatria,dm2_q3
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.yesCountQ23,fichas,dm2,calculate,keep,yesCountQ23,yesCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.noCountQ23,fichas,dm2,calculate,keep,noCountQ23,noCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ23.naCountQ23,fichas,dm2,calculate,keep,naCountQ23,naCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR23.score23_denominator,fichas,dm2,calculate,keep,score23_denominator,countDen,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR23.score23,fichas,dm2,note,remove,score23,question_score,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR23.scoreYes23,fichas,dm2,note,remove,scoreYes23,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR23.scoreNo23,fichas,dm2,note,remove,scoreNo23,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.dm2_q4_1,fichas,dm2,select_one yesNoNA,keep,dm2_q4_1,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.dm2_q4_2,fichas,dm2,select_one yesNoNA,keep,dm2_q4_2,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.dm2_q4_3,fichas,dm2,select_one yesNoNA,keep,dm2_q4_3,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.dm2_q4_4,fichas,dm2,select_one yesNoNA,keep,dm2_q4_4,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.dm2_q4_5,fichas,dm2,select_one yesNoNA,keep,dm2_q4_5,,A tabela de avaliação do desenvolvimento psico-motor estava preenchida de acordo com a situação da criança no dia da consulta?,Preenchimento do cartão de saude da criança,Pediatria,dm2_q4
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.yesCountQ24,fichas,dm2,calculate,keep,yesCountQ24,yesCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.noCountQ24,fichas,dm2,calculate,keep,noCountQ24,noCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupQ24.naCountQ24,fichas,dm2,calculate,keep,naCountQ24,naCount,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR24.score24_denominator,fichas,dm2,calculate,keep,score24_denominator,countDen,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR24.score24,fichas,dm2,note,remove,score24,question_score,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR24.scoreYes24,fichas,dm2,note,remove,scoreYes24,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupSR24.scoreNo24,fichas,dm2,note,remove,scoreNo24,,,Preenchimento do cartão de saude da criança,Pediatria,
Avaliação Cartão de Saúde 3 - 18 meses_groupForm.group_domain2.subgroupDomain2.domainScore2,fichas,dm2,note,remove,domainScore2,domain_score,,Preenchimento do cartão de saude da criança,Pediatria,
